id,journal_text,ambience_type,duration_min,sleep_hours,energy_level,stress_level,time_of_day,previous_day_mood,face_emotion_hint,reflection_quality,emotional_state,intensity,clean_text,word_count,char_count,is_short,signal_conflict,was_negative_yesterday,stress_energy_gap
128,At one point teh session passed quietly even if only briefly.,mountain,20,8.0,3,3,morning,restless,tired_face,clear,neutral,3,one point teh session passed quietly even briefly,11,61,0,0,1,0
129,At one point nothing really changed and I wasn't expecting that.,ocean,12,5.0,5,5,morning,neutral,calm_face,clear,neutral,3,one point nothing really changed expecting,11,64,0,0,0,0
130,After a few minutes I couldn't sit still mentally for a moment.,ocean,8,8.0,2,2,night,neutral,happy_face,conflicted,restless,4,minutes sit still mentally moment,12,63,0,0,0,0
131,By the end I could finally concentrate and I tried to notice it.,cafe,18,7.0,1,2,afternoon,calm,happy_face,conflicted,focused,2,end could finally concentrate tried notice,13,64,0,0,0,1
132,After a few minutes nothing really changed which surprised me.,ocean,8,8.0,2,3,night,focused,none,conflicted,neutral,5,minutes nothing really changed surprised,10,62,0,0,0,1
133,honestly i couldn't relax much so i sat with that feeling.,ocean,15,7.0,1,1,morning,overwhelmed,calm_face,clear,overwhelmed,2,honestly relax much sat feeling,11,58,0,0,1,0
134,honestly i started planning my day and i tried to notice it.,cafe,8,7.0,5,1,morning,mixed,calm_face,clear,focused,2,honestly started planning day tried notice,12,60,0,0,1,-4
135,Honestly I organized my ideas better so I sat with that feeling.,mountain,8,7.0,3,4,evening,overwhelmed,none,conflicted,focused,4,honestly organized ideas better sat feeling,12,64,0,0,1,1
136,During the session I started planning my day which surprised me.,ocean,8,4.0,5,4,afternoon,calm,calm_face,clear,focused,1,session started planning day surprised,11,64,0,0,0,-1
137,By the end I didn't notice strong emotions and I just observed it.,forest,8,8.0,1,4,evening,restless,none,vague,neutral,2,end notice strong emotions observed,13,66,0,0,1,3
138,Strangely I kept thinking about other tasks before moving on. ...,mountain,15,8.0,5,1,morning,neutral,tense_face,clear,restless,3,strangely kept thinking tasks moving,11,65,0,0,0,-4
139,For some reason things felt more peaceful but it didn't last long.,ocean,25,8.0,1,5,evening,mixed,neutral_face,vague,calm,1,reason things felt peaceful last long,12,66,0,0,1,4
140,Strangely things felt more peaceful and I wasn't expecting that.,cafe,20,6.0,5,4,evening,calm,none,vague,calm,3,strangely things felt peaceful expecting,10,64,0,0,0,-1
141,for some reason my thoughts felt lighter and i wasn't expecting that.,forest,18,4.0,1,1,afternoon,neutral,none,vague,calm,5,reason thoughts felt lighter expecting,12,69,0,0,0,0
142,I noticed it felt like a normal moment which surprised me.,ocean,25,4.0,3,2,afternoon,mixed,happy_face,vague,neutral,5,noticed felt like normal moment surprised,11,58,0,0,1,-1
143,By teh end I felt a little calmer but still distracted but it didn't last long.,ocean,12,7.0,2,3,afternoon,mixed,calm_face,vague,mixed,2,teh end felt little calmer still distracted last long,16,79,0,0,1,1
144,For some reason I could finally concentrate so I sat with that feeling.,mountain,12,4.0,3,3,night,mixed,happy_face,vague,focused,1,reason could finally concentrate sat feeling,13,71,0,0,1,0
145,strangely the tension eased a bit and i wasn't expecting that.,rain,25,6.0,4,5,morning,overwhelmed,neutral_face,vague,calm,1,strangely tension eased bit expecting,11,62,0,0,1,1
146,After a few minutes my mood shifted back and forth even if only briefly.,mountain,10,6.0,4,1,evening,neutral,calm_face,conflicted,mixed,3,minutes mood shifted back forth even briefly,14,72,0,0,0,-3
147,I noticed the session passed quietly and I tried to notice it.,rain,20,7.0,2,5,evening,overwhelmed,calm_face,vague,neutral,3,noticed session passed quietly tried notice,12,62,0,0,1,3
148,Gradually my attention improved though I'm not sure why.,mountain,15,5.0,1,3,evening,calm,neutral_face,conflicted,focused,3,gradually attention improved though not sure,9,56,0,0,0,2
149,Strangely my thoughts became clearer which surprised me.,ocean,8,7.0,4,5,afternoon,mixed,tired_face,vague,focused,2,strangely thoughts became clearer surprised,8,56,0,0,1,1
150,at first i organized my ideas better so i sat with that feeling.,forest,8,8.0,2,1,night,focused,none,conflicted,focused,5,first organized ideas better sat feeling,13,64,0,0,0,-1
151,Honestly things felt ordinary even if only briefly.,rain,10,7.0,4,3,afternoon,mixed,happy_face,vague,neutral,2,honestly things felt ordinary even briefly,8,51,0,0,1,-1
152,At first I kept thinking about other tasks so I sat with that feeling.,mountain,10,5.0,2,4,afternoon,mixed,tired_face,vague,restless,3,first kept thinking tasks sat feeling,14,70,0,0,1,2
153,I noticed nothing really changed so I sat with that feeling.,mountain,20,4.0,5,4,night,calm,tense_face,vague,neutral,4,noticed nothing really changed sat feeling,11,60,0,0,0,-1
154,Gradually it felt like a normal moment before moving on. ...,cafe,12,7.0,2,4,afternoon,neutral,tired_face,conflicted,neutral,5,gradually felt like normal moment moving,11,60,0,0,0,2
155,At first it helped slightly but not completely but it didn't last long.,forest,12,5.0,4,3,evening,overwhelmed,tired_face,vague,mixed,1,first helped slightly not completely last long,13,71,0,0,1,-1
156,At one point everything still felt heavy though I'm not sure why.,forest,8,4.0,2,2,morning,neutral,neutral_face,vague,overwhelmed,1,one point everything still felt heavy though not sure,12,65,0,0,0,0
157,honestly the session passed quietly though i'm not sure why.,ocean,8,5.0,3,1,morning,restless,tired_face,vague,neutral,2,honestly session passed quietly though not sure,10,60,0,0,1,-2
158,By the end my breathing slowed down and I wasn't expecting that.,cafe,18,4.0,3,5,night,mixed,happy_face,conflicted,calm,3,end breathing slowed expecting,12,64,0,1,1,2
159,Honestly my breathing slowed down and I tried to notice it.,mountain,20,5.0,4,2,evening,neutral,happy_face,vague,calm,4,honestly breathing slowed tried notice,11,59,0,0,0,-2
160,During teh session teh pressure didn't really go away so I sat with that feeling.,cafe,10,7.0,5,5,night,restless,none,vague,overwhelmed,2,teh session teh pressure really go away sat feeling,15,81,0,0,1,0
161,For some reason the pressure didn't really go away though I'm not sure why.,ocean,18,4.0,5,2,morning,focused,tired_face,conflicted,overwhelmed,2,reason pressure really go away though not sure,14,75,0,0,0,-3
162,honestly it helped slightly but not completely which surprised me.,mountain,12,8.0,3,4,evening,overwhelmed,happy_face,vague,mixed,3,honestly helped slightly not completely surprised,10,66,0,1,1,1
163,"During the session some moments felt peaceful, others not and I wasn't expecting that.",mountain,20,8.0,2,2,afternoon,mixed,none,conflicted,mixed,5,session moments felt peaceful others not expecting,14,86,0,0,1,0
164,At first it felt like a normal moment and I wasn't expecting that. ...,rain,18,5.0,3,1,morning,neutral,neutral_face,conflicted,neutral,4,first felt like normal moment expecting,14,70,0,0,0,-2
165,Gradually things felt more peaceful before moving on.,forest,12,7.0,1,1,night,overwhelmed,none,conflicted,calm,1,gradually things felt peaceful moving,8,53,0,0,1,0
166,Gradually I could finally concentrate and I just observed it.,ocean,18,8.0,5,2,night,overwhelmed,tense_face,conflicted,focused,4,gradually could finally concentrate observed,10,61,0,0,1,-3
167,Gradually my mind kept wandering for a moment.,cafe,20,5.0,3,1,afternoon,focused,calm_face,clear,restless,1,gradually mind kept wandering moment,8,46,0,0,0,-2
168,gradually i couldn't relax much and i wasn't expecting that.,mountain,25,7.0,1,2,evening,mixed,neutral_face,vague,overwhelmed,1,gradually relax much expecting,10,60,0,0,1,1
169,strangely the session passed quietly but it didn't last long.,ocean,20,8.0,3,4,morning,overwhelmed,none,vague,neutral,3,strangely session passed quietly last long,10,61,0,0,1,1
170,Honestly I didn't notice strong emotions and I just observed it.,cafe,18,6.0,1,1,afternoon,mixed,happy_face,conflicted,neutral,1,honestly notice strong emotions observed,11,64,0,0,1,0
171,Gradually part of me relaxed while another part stayed busy but it didn't last long.,rain,10,8.0,4,4,morning,overwhelmed,tense_face,vague,mixed,1,gradually part relaxed another part stayed busy last long,15,84,0,0,1,0
172,I noticed I organized my ideas better and I wasn't expecting that.,rain,8,7.0,1,3,evening,restless,tired_face,conflicted,focused,1,noticed organized ideas better expecting,12,66,0,0,1,2
173,honestly it helped slightly but not completely which surprised me.,cafe,20,7.0,1,2,evening,neutral,tense_face,vague,mixed,4,honestly helped slightly not completely surprised,10,66,0,0,0,1
174,Gradually my thoughts felt lighter but it didn't last long.,forest,10,4.0,4,1,afternoon,overwhelmed,tense_face,conflicted,calm,3,gradually thoughts felt lighter last long,10,59,0,0,1,-3
175,Honestly my mind felt crowded before moving on.,mountain,18,5.0,1,3,night,restless,happy_face,vague,overwhelmed,1,honestly mind felt crowded moving,8,47,0,0,1,2
176,Gradually I felt distracted before moving on.,rain,12,8.0,5,4,night,restless,none,clear,restless,5,gradually felt distracted moving,7,45,0,0,1,-1
177,I noticed everything still felt heavy though I'm not sure why.,ocean,15,5.0,4,1,afternoon,neutral,tense_face,clear,overwhelmed,4,noticed everything still felt heavy though not sure,11,62,0,0,0,-3
178,Honestly my breathing slowed down but it didn't last long.,cafe,15,6.0,3,5,night,mixed,none,vague,calm,5,honestly breathing slowed last long,10,58,0,0,1,2
179,Honestly I felt mentally drained which surprised me.,rain,12,5.0,1,4,morning,mixed,calm_face,vague,overwhelmed,2,honestly felt mentally drained surprised,8,52,0,0,1,3
180,After a few minutes part of me relaxed while another part stayed busy though I'm not sure why.,rain,10,5.0,5,4,afternoon,focused,happy_face,vague,mixed,5,minutes part relaxed another part stayed busy though not sure,18,94,0,1,0,-1
181,Honestly my mood shifted back and forth but it didn't last long.,ocean,20,4.0,4,3,afternoon,calm,tense_face,conflicted,mixed,3,honestly mood shifted back forth last long,12,64,0,0,0,-1
182,during the session it helped slightly but not completely and i wasn't expecting that.,mountain,10,7.0,5,3,evening,mixed,none,vague,mixed,3,session helped slightly not completely expecting,14,85,0,0,1,-2
183,After a few minutes the tension eased a bit before moving on.,cafe,10,8.0,3,2,afternoon,neutral,none,conflicted,calm,2,minutes tension eased bit moving,12,61,0,0,0,-1
184,"after a few minutes some moments felt peaceful, others not before moving on.",forest,12,6.0,4,2,afternoon,focused,tense_face,conflicted,mixed,5,minutes moments felt peaceful others not moving,13,76,0,0,0,-2
185,During the session my thoughts were jumping around and I wasn't expecting that.,ocean,8,5.0,2,4,evening,calm,calm_face,vague,restless,5,session thoughts jumping around expecting,13,79,0,0,0,2
186,For some reason things felt more peaceful for a moment.,mountain,20,5.0,4,1,evening,neutral,calm_face,conflicted,calm,4,reason things felt peaceful moment,10,55,0,0,0,-3
187,i noticed part of me relaxed while anotehr part stayed busy but it didn't last long.,rain,8,4.0,2,5,afternoon,overwhelmed,none,conflicted,mixed,5,noticed part relaxed anotehr part stayed busy last long,16,84,0,0,1,3
188,Strangely I couldn't relax much and I just observed it.,cafe,12,4.0,3,2,night,overwhelmed,tense_face,clear,overwhelmed,3,strangely relax much observed,10,55,0,0,1,-1
189,after a few minutes i didn't notice strong emotions and i wasn't expecting that.,rain,15,4.0,2,5,morning,calm,neutral_face,clear,neutral,5,minutes notice strong emotions expecting,14,80,0,0,0,3
190,At one point I started planning my day for a moment.,forest,10,8.0,1,3,afternoon,focused,neutral_face,clear,focused,1,one point started planning day moment,11,52,0,0,0,2
191,For some reason I started planning my day for a moment. ...,forest,20,7.0,5,1,morning,overwhelmed,tense_face,conflicted,focused,5,reason started planning day moment,12,59,0,0,1,-4
